RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,BaseDate,2023-04-30,2023-06-30,2024-03-31
61148,0,08701,zip,NJ,NJ,Lakewood,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,2023-03-31,0.1,0.6,-0.8
91982,1,77494,zip,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2023-03-31,0.1,0.3,-0.2
91940,2,77449,zip,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-03-31,0.1,0.3,-0.2
62080,3,11368,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-03-31,0.1,0.4,-0.5
92593,4,78660,zip,TX,TX,Pflugerville,"Austin-Round Rock-Georgetown, TX",Travis County,2023-03-31,0.0,0.2,-0.1
62093,5,11385,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-03-31,0.1,0.4,-0.5
93144,6,79936,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,2023-03-31,0.2,0.6,0.9
62019,7,11208,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
95992,8,90011,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
91733,9,77084,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-03-31,0.1,0.3,-0.2
91926,10,77433,zip,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-03-31,0.1,0.3,-0.2
84630,11,60629,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.2,1.1,-1.9
96193,12,90650,zip,CA,CA,Norwalk,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
96361,13,91331,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.2,0.5,-0.8
62085,14,11373,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-03-31,0.1,0.4,-0.4
61807,15,10467,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.7,-0.8
62046,16,11236,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
62037,17,11226,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
62018,18,11207,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
70829,20,30044,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2023-03-31,0.2,0.7,1.8
96816,21,92335,zip,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-03-31,0.1,0.2,0.2
96025,22,90044,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
96817,23,92336,zip,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-03-31,0.1,0.2,0.2
74101,24,37013,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,2023-03-31,0.3,1.0,1.5
96083,25,90201,zip,CA,CA,Bell,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.2,0.4,-0.7
96107,26,90250,zip,CA,CA,Hawthorne,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.2,0.5,-0.7
96239,27,90805,zip,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
90654,28,75052,zip,TX,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Dallas County,2023-03-31,0.3,0.8,0.3
97771,29,94565,zip,CA,CA,Pittsburg,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2023-03-31,0.4,0.2,-1.8
61639,30,10025,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2023-03-31,0.1,0.6,-0.7
62025,31,11214,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.4
84620,32,60618,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.2,0.9,-1.6
96990,33,92683,zip,CA,CA,Westminster,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2023-03-31,0.2,0.4,-0.7
62031,34,11220,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.0,0.3,-0.4
92036,35,77573,zip,TX,TX,League City,"Houston-The Woodlands-Sugar Land, TX",Galveston County,2023-03-31,0.1,0.3,-0.2
97223,36,93307,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,2023-03-31,0.2,0.5,1.0
96125,37,90280,zip,CA,CA,South Gate,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.6
96368,38,91342,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.2,0.5,-0.8
61790,39,10314,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,2023-03-31,0.1,0.4,-0.5
84639,40,60639,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.2,1.1,-1.8
92341,41,78245,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,2023-03-31,0.2,0.7,0.5
96882,42,92503,zip,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-03-31,0.1,0.2,0.2
62030,43,11219,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.4
62044,44,11234,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.5
62032,45,11221,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.5
96825,46,92345,zip,CA,CA,Hesperia,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-03-31,0.1,0.2,0.2
92551,47,78613,zip,TX,TX,Cedar Park,"Austin-Round Rock-Georgetown, TX",Williamson County,2023-03-31,0.0,0.2,-0.1
61796,48,10456,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.5,-0.6
92481,49,78521,zip,TX,TX,Brownsville,"Brownsville-Harlingen, TX",Cameron County,2023-03-31,0.2,1.0,1.4
96546,50,91911,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-03-31,0.4,0.3,0.0
91968,51,77479,zip,TX,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2023-03-31,0.1,0.3,-0.2
62017,52,11206,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.7
61798,53,10458,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.0,0.3,-0.4
93146,54,79938,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,2023-03-31,0.3,0.6,1.0
84693,55,60804,zip,IL,IL,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.3,1.1,-1.9
84646,56,60647,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.2,0.8,-1.4
62034,57,11223,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.5
97970,58,95076,zip,CA,CA,Watsonville,"Santa Cruz-Watsonville, CA",Santa Cruz County,2023-03-31,0.2,0.1,-0.7
98432,59,95823,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,2023-03-31,0.1,-0.1,-1.4
97023,60,92804,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2023-03-31,0.2,0.5,-0.7
91922,61,77429,zip,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-03-31,0.1,0.3,-0.2
97431,62,93722,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,2023-03-31,0.1,0.3,0.4
62045,63,11235,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
62088,64,11377,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-03-31,0.1,0.6,-0.7
74126,65,37042,zip,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,2023-03-31,0.4,1.5,2.6
97104,66,93033,zip,CA,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,2023-03-31,-0.1,-0.5,-1.5
399727,67,78542,zip,TX,TX,Edinburg,"McAllen-Edinburg-Mission, TX",Hidalgo County,2023-03-31,0.5,1.6,2.2
96846,68,92376,zip,CA,CA,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-03-31,0.1,0.2,0.2
96690,69,92154,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-03-31,0.4,0.3,0.0
84633,70,60632,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.2,1.1,-1.8
62039,71,11229,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.5
96468,72,91710,zip,CA,CA,Chino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-03-31,0.1,0.2,0.2
92045,73,77584,zip,TX,TX,Pearland,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,2023-03-31,0.1,0.3,-0.2
100179,74,99301,zip,WA,WA,Pasco,"Kennewick-Richland, WA",Franklin County,2023-03-31,0.4,1.2,1.5
62040,75,11230,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.5
92271,76,78130,zip,TX,TX,New Braunfels,"San Antonio-New Braunfels, TX",Comal County,2023-03-31,0.2,0.7,0.5
62043,77,11233,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
70828,78,30043,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2023-03-31,0.2,0.7,1.7
90769,80,75217,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,2023-03-31,0.4,1.1,0.3
97567,81,94112,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,2023-03-31,0.3,0.1,-1.7
89925,82,73099,zip,OK,OK,Yukon,"Oklahoma City, OK",Canadian County,2023-03-31,0.3,0.9,0.5
84619,82,60617,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.3,1.3,-2.2
62015,84,11204,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.5
69431,85,27587,zip,NC,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,2023-03-31,0.1,0.6,0.9
91889,86,77379,zip,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-03-31,0.1,0.3,-0.2
96934,87,92592,zip,CA,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-03-31,0.1,0.2,0.2
61793,88,10453,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.5,-0.6
417444,89,85142,zip,AZ,AZ,Queen Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2023-03-31,-0.1,-0.1,1.2
70810,90,30024,zip,GA,GA,Suwanee,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2023-03-31,0.2,0.7,1.8
97940,91,95035,zip,CA,CA,Milpitas,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2023-03-31,0.1,0.0,-1.9
93137,92,79928,zip,TX,TX,Horizon City,"El Paso, TX",El Paso County,2023-03-31,0.3,0.7,1.0
61797,93,10457,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.4,-0.5
92598,94,78666,zip,TX,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,2023-03-31,0.0,0.2,-0.1
96488,96,91744,zip,CA,CA,Valinda,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.2,0.5,-0.7
97189,97,93257,zip,CA,CA,Porterville,"Visalia, CA",Tulare County,2023-03-31,0.2,0.7,0.6
62067,98,11355,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-03-31,0.0,0.3,-0.4
84625,99,60623,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.3,1.2,-2.1
96888,100,92509,zip,CA,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-03-31,0.1,0.2,0.2
97328,101,93550,zip,CA,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
61792,102,10452,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.5,-0.5
62014,103,11203,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
84610,104,60608,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.2,0.9,-1.5
84627,105,60625,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.2,1.0,-1.7
67182,106,22193,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2023-03-31,0.2,0.2,-0.9
92520,107,78577,zip,TX,TX,Pharr,"McAllen-Edinburg-Mission, TX",Hidalgo County,2023-03-31,0.5,1.5,2.1
98325,107,95630,zip,CA,CA,Folsom,"Sacramento-Roseville-Folsom, CA",Sacramento County,2023-03-31,0.1,-0.1,-1.3
95315,109,87121,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,2023-03-31,0.3,1.0,1.4
61808,110,10468,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.5,-0.6
62029,111,11218,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
96208,112,90706,zip,CA,CA,Bellflower,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
69816,113,28269,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2023-03-31,0.3,1.0,1.9
69450,114,27610,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2023-03-31,0.1,0.6,1.0
97318,115,93535,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
98848,116,96706,zip,HI,HI,Ewa Beach,"Urban Honolulu, HI",Honolulu County,2023-03-31,-0.2,-0.6,-1.5
93123,117,79912,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,2023-03-31,0.3,0.6,1.0
97004,118,92704,zip,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2023-03-31,0.2,0.5,-0.8
91221,119,76063,zip,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2023-03-31,0.4,0.9,0.3
97202,120,93274,zip,CA,CA,Tulare,"Visalia, CA",Tulare County,2023-03-31,0.2,0.7,0.6
91950,121,77459,zip,TX,TX,Missouri City,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2023-03-31,0.1,0.3,-0.2
61809,122,10469,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.5,-0.6
97751,123,94544,zip,CA,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,2023-03-31,0.4,0.2,-2.0
61802,124,10462,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.4,-0.5
71067,126,30349,zip,GA,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2023-03-31,0.3,0.9,2.2
97740,127,94533,zip,CA,CA,Fairfield,"Vallejo, CA",Solano County,2023-03-31,0.0,-0.6,-2.0
92576,128,78641,zip,TX,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County,2023-03-31,0.0,0.2,-0.1
96364,129,91335,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.2,0.5,-0.8
69672,130,28027,zip,NC,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2023-03-31,0.3,1.0,2.0
99500,131,98012,zip,WA,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2023-03-31,0.7,0.9,-0.9
84635,132,60634,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.2,1.0,-1.7
62023,133,11212,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
73221,134,34787,zip,FL,FL,Winter Garden,"Orlando-Kissimmee-Sanford, FL",Orange County,2023-03-31,0.1,0.3,1.1
61643,135,10029,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2023-03-31,0.1,0.6,-0.7
61616,136,10002,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2023-03-31,0.1,0.6,-0.7
87074,137,66062,zip,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,2023-03-31,0.6,1.8,1.0
61806,138,10466,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.5,-0.6
62087,139,11375,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-03-31,0.1,0.4,-0.5
67732,140,23464,zip,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,2023-03-31,0.2,0.5,-0.5
96467,141,91709,zip,CA,CA,Chino Hills,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-03-31,0.1,0.2,0.2
74242,142,37211,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,2023-03-31,0.3,0.9,1.5
90612,143,75002,zip,TX,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,2023-03-31,0.4,0.9,0.3
72578,144,33411,zip,FL,FL,,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2023-03-31,0.1,0.3,1.6
91732,145,77083,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-03-31,0.1,0.3,-0.2
96545,146,91910,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-03-31,0.4,0.3,0.0
399724,147,77407,zip,TX,TX,Richmond,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2023-03-31,0.1,0.3,-0.2
97435,148,93727,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,2023-03-31,0.1,0.3,0.4
91325,149,76244,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2023-03-31,0.3,0.8,0.3
99534,150,98052,zip,WA,WA,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,2023-03-31,0.8,1.0,-1.0
72362,150,33024,zip,FL,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2023-03-31,0.1,0.3,1.6
86026,152,63376,zip,MO,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County,2023-03-31,0.4,1.4,-0.1
92515,153,78572,zip,TX,TX,Mission,"McAllen-Edinburg-Mission, TX",Hidalgo County,2023-03-31,0.5,1.4,2.0
95984,154,90003,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
73233,155,34953,zip,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,2023-03-31,0.1,0.3,1.3
97721,156,94513,zip,CA,CA,Brentwood,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2023-03-31,0.4,0.2,-1.8
70835,157,30052,zip,GA,GA,Loganville,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,2023-03-31,0.2,0.8,1.9
97319,158,93536,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.6
61803,159,10463,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2023-03-31,0.1,0.5,-0.6
90780,160,75228,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,2023-03-31,0.4,0.9,0.3
62179,161,11691,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2023-03-31,0.1,0.5,-0.6
96465,162,91706,zip,CA,CA,Baldwin Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.2,0.5,-0.7
70825,163,30040,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,2023-03-31,0.2,0.7,1.9
78085,164,46307,zip,IN,IN,Crown Point,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,2023-03-31,0.2,1.0,-1.7
65787,165,19120,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,2023-03-31,0.3,1.2,-0.1
90764,166,75211,zip,TX,TX,Cockrell Hill,"Dallas-Fort Worth-Arlington, TX",Dallas County,2023-03-31,0.4,1.0,0.3
93203,167,80013,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,2023-03-31,0.3,0.2,-1.1
96667,168,92126,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-03-31,0.4,0.3,-0.1
96911,169,92553,zip,CA,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-03-31,0.1,0.2,0.2
62026,170,11215,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.5,-0.6
70826,171,30041,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,2023-03-31,0.2,0.7,1.8
97745,172,94538,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,2023-03-31,0.5,0.2,-2.4
94820,173,85225,zip,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2023-03-31,-0.1,-0.1,1.1
92125,174,77845,zip,TX,TX,College Station,"College Station-Bryan, TX",Brazos County,2023-03-31,0.1,0.4,-1.0
72530,175,33311,zip,FL,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2023-03-31,0.1,0.3,1.8
98930,176,96797,zip,HI,HI,Waipahu,"Urban Honolulu, HI",Honolulu County,2023-03-31,-0.2,-0.6,-1.6
95804,177,89108,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,2023-03-31,-0.1,-0.4,-0.8
94410,178,84043,zip,UT,UT,Lehi,"Provo-Orem, UT",Utah County,2023-03-31,0.2,0.5,1.0
96590,179,92021,zip,CA,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-03-31,0.4,0.3,0.0
96918,180,92563,zip,CA,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,2023-03-31,0.1,0.2,0.2
77400,180,45011,zip,OH,OH,Hamilton,"Cincinnati, OH-KY-IN",Butler County,2023-03-31,0.6,1.7,1.1
91198,182,76028,zip,TX,TX,Burleson,"Dallas-Fort Worth-Arlington, TX",Johnson County,2023-03-31,0.4,0.9,0.3
70832,183,30047,zip,GA,GA,Lilburn,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2023-03-31,0.2,0.7,1.8
67180,184,22191,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2023-03-31,0.2,0.2,-1.0
69823,185,28277,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2023-03-31,0.3,1.0,1.9
72361,186,33023,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2023-03-31,0.1,0.3,1.5
97222,187,93306,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,2023-03-31,0.2,0.5,0.9
62020,188,11209,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2023-03-31,0.1,0.4,-0.5
91744,189,77095,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2023-03-31,0.1,0.3,-0.2
84622,190,60620,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2023-03-31,0.3,1.3,-2.2
98411,191,95747,zip,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,2023-03-31,0.1,-0.1,-1.4
70904,192,30127,zip,GA,GA,Powder Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,2023-03-31,0.2,0.7,1.8
95770,193,89031,zip,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,2023-03-31,-0.1,-0.3,-0.7
66705,194,20906,zip,MD,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2023-03-31,0.2,0.2,-0.9
84340,195,60085,zip,IL,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,2023-03-31,0.3,1.1,-2.0
94940,196,85364,zip,AZ,AZ,Yuma,"Yuma, AZ",Yuma County,2023-03-31,0.3,0.7,2.5
91291,197,76179,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2023-03-31,0.4,0.9,0.3
96647,198,92105,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2023-03-31,0.4,0.3,0.0
97167,199,93230,zip,CA,CA,Hanford,"Hanford-Corcoran, CA",Kings County,2023-03-31,0.3,0.5,0.9
93205,200,80015,zip,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO",Arapahoe County,2023-03-31,0.3,0.3,-1.2
96477,201,91730,zip,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2023-03-31,0.1,0.2,0.2
96110,202,90255,zip,CA,CA,Huntington Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,0.1,0.4,-0.7
99142,203,97229,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,2023-03-31,0.4,0.5,-1.4
